Engine Speed(RPM),Throttle,Torque(Nm),Power(kW),Horsepower,Air Flow(g/s),Fuel Flow(g/s),IMEP(bar),BMEP(bar),PMEP(bar),FMEP(bar),BSFC(g/kWh),CO2(g/s),CO(g/s),NOx(g/s),HC(g/s),CO2(g/kWh),CO(g/kWh),NOx(g/kWh),HC(g/kWh),Pmax(bar),Tmax(K)
5000,1.0,359.978,188.484,252.761,154.28,11.926,14.755,12.93,0.205,1.619,227.791,36.852,0.763,0.84,0.007,703.873,14.579,16.036,0.137,66.001,2980.187
5100,1.0,358.486,191.457,256.748,157.276,12.158,14.745,12.877,0.208,1.66,228.609,37.568,0.778,0.856,0.007,706.402,14.631,16.094,0.137,65.963,2980.334
5200,1.0,356.972,194.386,260.677,160.269,12.389,14.736,12.822,0.212,1.702,229.448,38.283,0.793,0.872,0.007,708.995,14.685,16.153,0.138,65.925,2980.484
5300,1.0,355.419,197.263,264.534,163.258,12.62,14.727,12.767,0.215,1.745,230.32,38.997,0.808,0.888,0.008,711.689,14.74,16.215,0.138,65.877,2980.524
5400,1.0,352.95,199.588,267.653,166.244,12.851,14.685,12.678,0.219,1.788,231.799,39.71,0.822,0.905,0.008,716.259,14.835,16.319,0.139,64.843,2970.115
5500,1.0,350.421,201.828,270.656,169.226,13.082,14.642,12.587,0.222,1.832,233.339,40.423,0.837,0.921,0.008,721.019,14.934,16.427,0.14,63.822,2959.799
5600,1.0,347.623,203.857,273.377,172.205,13.312,14.59,12.487,0.226,1.877,235.083,41.134,0.852,0.937,0.008,726.407,15.045,16.55,0.141,62.817,2949.6
5700,1.0,344.993,205.927,276.153,175.18,13.542,14.545,12.392,0.229,1.923,236.741,41.845,0.867,0.953,0.008,731.529,15.151,16.667,0.142,61.826,2939.538
5800,1.0,342.306,207.908,278.809,178.152,13.772,14.499,12.296,0.233,1.97,238.463,42.555,0.881,0.97,0.008,736.85,15.262,16.788,0.143,60.85,2929.598
5900,1.0,339.372,209.68,281.185,181.12,14.001,14.444,12.19,0.236,2.018,240.387,43.264,0.896,0.986,0.008,742.797,15.385,16.923,0.144,59.89,2919.778
6000,1.0,336.588,211.485,283.606,184.085,14.23,14.396,12.09,0.24,2.066,242.237,43.972,0.911,1.002,0.009,748.513,15.503,17.054,0.145,58.945,2910.072
6100,1.0,333.754,213.199,285.904,187.046,14.459,14.347,11.988,0.243,2.115,244.155,44.679,0.925,1.018,0.009,754.439,15.626,17.189,0.146,58.015,2900.498
6200,1.0,330.867,214.819,288.078,190.004,14.688,14.297,11.885,0.247,2.165,246.145,45.386,0.94,1.034,0.009,760.587,15.753,17.329,0.148,57.1,2891.04
6300,1.0,327.764,216.237,289.979,192.958,14.916,14.239,11.773,0.25,2.216,248.333,46.091,0.955,1.05,0.009,767.349,15.893,17.483,0.149,56.202,2881.721
6400,1.0,324.788,217.675,291.907,195.908,15.144,14.188,11.666,0.254,2.267,250.465,46.796,0.969,1.066,0.009,773.938,16.03,17.633,0.15,55.318,2872.52
6500,1.0,321.765,219.019,293.709,198.856,15.372,14.135,11.558,0.257,2.32,252.673,47.5,0.984,1.082,0.009,780.761,16.171,17.788,0.152,54.449,2863.479
6600,1.0,318.54,220.159,295.238,201.799,15.6,14.076,11.442,0.261,2.373,255.085,48.203,0.998,1.098,0.009,788.214,16.325,17.958,0.153,53.596,2854.58
6700,1.0,315.433,221.315,296.788,204.74,15.827,14.022,11.33,0.264,2.427,257.451,48.906,1.013,1.114,0.009,795.522,16.477,18.125,0.154,52.758,2845.82
6800,1.0,312.279,222.372,298.206,207.676,16.054,13.967,11.217,0.268,2.482,259.902,49.607,1.027,1.13,0.01,803.096,16.634,18.297,0.156,51.934,2837.181
6900,1.0,309.083,223.333,299.494,210.61,16.281,13.911,11.102,0.271,2.537,262.439,50.308,1.042,1.146,0.01,810.936,16.796,18.476,0.157,51.126,2828.684
7000,1.0,305.708,224.096,300.517,213.539,16.507,13.85,10.981,0.275,2.594,265.183,51.008,1.056,1.162,0.01,819.417,16.972,18.669,0.159,50.331,2820.314
