Engine Speed (RPM),Throttle,Lambda,Torque (Nm),Power (kW),Horsepower,IMEP (bar),BMEP (bar),PMEP (bar),FMEP (bar),BSFC (g/kWh),Air Flow(g/s),Fuel Flow(g/s),CO2 (g/s),CO (g/s),NOx (g/s),HC (g/s),CO2 (g/kWh),CO (g/kWh),NOx (g/kWh),HC (g/kWh),Pmax (bar),Tmax (K),KnockIdx,Phi,SOC (deg),CA10 (deg),CA50 (deg),CA90 (deg),EOC (deg),Burn 10 - 90 (deg),S_L (m/s),S_T (m/s),Qchem (kJ/cyc),Q_ht (kJ/cyc),W_ind (kJ/cyc),n_ind (%)
4200,1.0,0.874,343.328,151.003,202.499,13.419,12.332,0.059,1.027,241.136,129.889,10.115,31.254,0.615,0.725,0.006,745.109,14.661,17.285,0.145,71.789,2885.882,0.437,1.145,-8.476,-0.42,6.62,14.049,20.692,14.468,0.219,38.923,2.016,0.461,0.782,38.55
4300,1.0,0.871,344.31,155.041,207.914,13.497,12.368,0.06,1.069,241.17,133.057,10.386,32.094,0.636,0.743,0.006,745.217,14.76,17.249,0.145,72.141,2894.347,0.426,1.147,-8.474,-0.445,6.572,13.976,20.598,14.421,0.219,39.981,2.02,0.455,0.787,38.658
4400,1.0,0.869,344.242,158.615,212.707,13.538,12.365,0.061,1.112,241.807,136.151,10.654,32.921,0.656,0.76,0.006,747.184,14.895,17.255,0.145,72.456,2902.827,0.42,1.15,-8.473,-0.469,6.524,13.904,20.504,14.373,0.218,41.047,2.026,0.456,0.789,38.681
4500,1.0,0.848,352.505,166.114,222.763,13.871,12.662,0.062,1.147,241.943,139.246,11.164,34.497,0.692,0.795,0.007,747.605,15.0,17.226,0.145,74.007,2953.87,0.422,1.179,-8.511,-0.532,6.439,13.795,20.374,14.328,0.212,42.112,2.075,0.461,0.809,38.68
4600,1.0,0.846,352.199,169.658,227.515,13.904,12.651,0.062,1.191,242.631,142.259,11.435,35.333,0.714,0.812,0.007,749.731,15.14,17.237,0.146,74.296,2962.797,0.417,1.182,-8.508,-0.556,6.392,13.724,20.282,14.281,0.211,43.19,2.08,0.461,0.811,38.698
4700,1.0,0.844,351.864,173.181,232.24,13.938,12.639,0.063,1.236,243.343,145.27,11.706,36.172,0.735,0.83,0.007,751.928,15.282,17.248,0.146,74.584,2971.664,0.412,1.185,-8.506,-0.58,6.345,13.654,20.19,14.234,0.21,44.274,2.085,0.462,0.813,38.715
4800,1.0,0.842,352.292,177.081,237.47,14.0,12.654,0.064,1.282,243.528,148.277,11.979,37.015,0.757,0.847,0.007,752.502,15.391,17.222,0.146,74.87,2980.468,0.404,1.188,-8.504,-0.604,6.299,13.583,20.098,14.187,0.209,45.364,2.087,0.456,0.816,38.809
4900,1.0,0.84,351.907,180.573,242.152,14.033,12.641,0.064,1.328,244.279,151.28,12.253,37.861,0.779,0.865,0.007,754.821,15.536,17.236,0.147,75.155,2989.357,0.4,1.191,-8.502,-0.628,6.253,13.514,20.007,14.141,0.208,46.461,2.092,0.457,0.818,38.825
5000,1.0,0.838,351.492,184.041,246.802,14.066,12.626,0.065,1.375,245.054,154.28,12.528,38.711,0.802,0.882,0.008,757.216,15.683,17.252,0.147,75.438,2998.239,0.396,1.194,-8.5,-0.651,6.207,13.444,19.916,14.095,0.207,47.564,2.097,0.458,0.82,38.839
5100,1.0,0.838,351.239,187.586,251.558,14.097,12.617,0.066,1.415,245.132,157.276,12.773,39.469,0.817,0.899,0.008,757.457,15.688,17.257,0.147,75.598,3002.358,0.387,1.194,-8.497,-0.674,6.161,13.375,19.826,14.049,0.207,48.674,2.095,0.451,0.822,38.941
5200,1.0,0.837,350.237,190.719,255.758,14.1,12.581,0.066,1.453,245.734,160.269,13.018,40.227,0.833,0.916,0.008,759.318,15.727,17.3,0.147,75.755,3006.375,0.382,1.194,-8.495,-0.698,6.115,13.305,19.735,14.003,0.207,49.791,2.095,0.451,0.822,38.964
5300,1.0,0.837,349.204,193.813,259.908,14.102,12.543,0.067,1.492,246.361,163.258,13.263,40.984,0.849,0.934,0.008,761.256,15.767,17.344,0.148,75.909,3010.36,0.377,1.194,-8.493,-0.721,6.07,13.237,19.646,13.958,0.207,50.914,2.095,0.451,0.822,38.987
5400,1.0,0.837,348.927,197.313,264.602,14.133,12.533,0.068,1.531,246.456,166.244,13.508,41.74,0.865,0.951,0.008,761.549,15.773,17.351,0.148,76.061,3014.417,0.369,1.194,-8.491,-0.744,6.025,13.168,19.556,13.912,0.207,52.044,2.093,0.444,0.824,39.086
5500,1.0,0.837,347.84,200.342,268.663,14.135,12.494,0.068,1.572,247.124,169.226,13.753,42.495,0.88,0.968,0.008,763.614,15.816,17.398,0.148,76.21,3018.37,0.365,1.195,-8.489,-0.767,5.98,13.1,19.468,13.867,0.207,53.18,2.092,0.444,0.824,39.108
5600,1.0,0.837,346.725,203.33,272.67,14.136,12.454,0.069,1.613,247.816,172.205,13.997,43.25,0.896,0.985,0.008,765.752,15.86,17.446,0.149,76.356,3022.237,0.361,1.195,-8.486,-0.79,5.936,13.033,19.38,13.822,0.207,54.322,2.092,0.444,0.824,39.128
5700,1.0,0.837,346.362,206.744,277.249,14.166,12.441,0.07,1.654,247.973,175.18,14.241,44.004,0.911,1.003,0.009,766.236,15.87,17.457,0.149,76.504,3026.01,0.354,1.195,-8.484,-0.812,5.891,12.966,19.292,13.778,0.207,55.471,2.09,0.437,0.826,39.226
5800,1.0,0.837,345.195,209.663,281.163,14.167,12.399,0.071,1.697,248.707,178.152,14.485,44.757,0.927,1.02,0.009,768.504,15.917,17.509,0.149,76.653,3029.89,0.35,1.195,-8.482,-0.835,5.847,12.899,19.205,13.733,0.206,56.626,2.09,0.437,0.826,39.246
5900,1.0,0.837,344.767,213.013,285.655,14.196,12.384,0.071,1.74,248.911,181.12,14.728,45.51,0.943,1.037,0.009,769.135,15.93,17.523,0.149,76.799,3033.705,0.343,1.195,-8.48,-0.857,5.804,12.832,19.118,13.689,0.206,57.788,2.088,0.43,0.828,39.342
6000,1.0,0.836,343.548,215.858,289.47,14.196,12.34,0.072,1.784,249.688,184.085,14.971,46.262,0.958,1.054,0.009,771.535,15.98,17.578,0.15,76.943,3037.423,0.339,1.196,-8.478,-0.879,5.76,12.766,19.032,13.646,0.206,58.956,2.088,0.43,0.828,39.361
6100,1.0,0.836,342.315,218.667,293.238,14.198,12.296,0.073,1.829,250.48,187.046,15.214,47.012,0.974,1.071,0.009,773.983,16.031,17.634,0.15,76.977,3039.621,0.335,1.196,-8.475,-0.885,5.748,12.747,19.006,13.632,0.206,60.0,2.087,0.429,0.828,39.381
6200,1.0,0.836,339.635,220.512,295.712,14.147,12.2,0.073,1.874,252.347,190.004,15.457,47.763,0.989,1.088,0.009,779.754,16.15,17.765,0.151,76.156,3029.932,0.329,1.196,-8.473,-0.758,5.983,13.097,19.459,13.855,0.206,60.0,2.086,0.434,0.825,39.259
6300,1.0,0.836,336.938,222.29,298.095,14.097,12.103,0.074,1.92,254.257,192.958,15.7,48.512,1.005,1.105,0.009,785.656,16.272,17.9,0.153,75.339,3020.197,0.323,1.196,-8.471,-0.631,6.219,13.447,19.912,14.079,0.206,60.0,2.086,0.439,0.822,39.137
6400,1.0,0.836,334.956,224.49,301.046,14.074,12.032,0.075,1.967,255.65,195.908,15.942,49.261,1.02,1.122,0.01,789.96,16.362,17.998,0.153,74.526,3010.67,0.315,1.196,-8.469,-0.505,6.454,13.797,20.365,14.302,0.206,60.0,2.083,0.437,0.821,39.088
6500,1.0,0.836,332.219,226.135,303.251,14.024,11.933,0.076,2.015,257.643,198.856,16.184,50.008,1.036,1.139,0.01,796.118,16.489,18.138,0.155,73.724,3001.175,0.309,1.196,-8.466,-0.378,6.689,14.148,20.817,14.526,0.206,60.0,2.083,0.442,0.818,38.967
6600,1.0,0.836,329.466,227.71,305.365,13.974,11.834,0.076,2.063,259.682,201.799,16.426,50.755,1.051,1.156,0.01,802.417,16.62,18.282,0.156,72.927,2991.655,0.304,1.197,-8.464,-0.251,6.925,14.498,21.27,14.749,0.206,60.0,2.082,0.446,0.815,38.845
6700,1.0,0.836,326.694,229.216,307.383,13.924,11.735,0.077,2.112,261.769,204.74,16.667,51.501,1.067,1.173,0.01,808.866,16.753,18.429,0.157,72.135,2982.255,0.298,1.197,-8.462,-0.125,7.16,14.848,21.723,14.972,0.206,60.0,2.082,0.45,0.812,38.724
6800,1.0,0.836,323.904,230.65,309.307,13.875,11.635,0.078,2.162,263.905,207.676,16.908,52.247,1.082,1.19,0.01,815.468,16.89,18.579,0.158,71.348,2972.967,0.292,1.197,-8.46,0.002,7.396,15.198,22.176,15.196,0.206,60.0,2.081,0.455,0.809,38.603
6900,1.0,0.835,321.098,232.015,311.137,13.825,11.534,0.078,2.213,266.092,210.61,17.149,52.991,1.098,1.207,0.01,822.224,17.03,18.733,0.16,70.567,2963.667,0.287,1.197,-8.458,0.129,7.631,15.548,22.628,15.419,0.206,60.0,2.081,0.459,0.806,38.483
7000,1.0,0.835,318.949,233.802,313.534,13.8,11.457,0.079,2.264,267.764,213.539,17.39,53.735,1.113,1.224,0.01,827.389,17.137,18.851,0.161,69.791,2954.411,0.279,1.197,-8.455,0.255,7.866,15.898,23.081,15.643,0.206,60.0,2.078,0.457,0.805,38.43
